accession	name
NR_133738.1	Desulfohalotomaculum tongense
NR_133737.1	Desulfatiferula berrensis
NR_133736.1	Defluviimonas indica
NR_133735.1	Cyclobacterium xiamenense
NR_133733.1	Cribrihabitans marinus
NR_133732.1	Colwellia meonggei
NR_133731.1	Cohnella rhizosphaerae
NR_133730.1	Cnuella takakiae
NR_133729.1	Clavibacter michiganensis
NR_133720.1	Chitinophaga costaii
NR_133719.1	Chitinimonas viridis
NR_133718.1	Cellvibrio diazotrophicus
NR_133716.1	Caulobacter profundus
NR_133715.1	Carboxylicivirga taeanensis
NR_133714.1	Carboxylicivirga mesophila
NR_133712.1	Paraburkholderia eburnea
NR_133711.1	Burkholderia dabaoshanensis
NR_133709.1	Paraburkholderia aspalathi
NR_133708.1	Bradyrhizobium paxllaeri
NR_133707.1	Bradyrhizobium icense
NR_133706.1	Bradyrhizobium ganzhouense
NR_133705.1	Brachybacterium huguangmaarense
NR_133703.1	Bacillus solimangrovi
NR_133701.1	Bacillus luteus
NR_133700.1	Bacillus enclensis
NR_133699.1	Arthrobacter gyeryongensis
NR_133698.1	Aridibacter kavangonensis
NR_133697.1	Aridibacter famidurans
NR_133696.1	Aquimarina pacifica
NR_133695.1	Ancylobacter defluvii
NR_133692.1	Alkalibacillus almallahensis
NR_133689.1	Aestuariispira insulae
NR_133687.1	Actinoplanes lutulentus
NR_133686.1	Actinomyces haliotis
NR_133685.1	Acinetobacter qingfengensis
NR_109131.1	Aliicoccus persicus
NR_109124.1	Oceanobacillus limi
NR_117900.2	Brevundimonas viscosa
NR_118236.2	Marininema mesophilum
NR_133054.1	Tissierella carlieri
NR_133051.1	Seminibacterium arietis
NR_133050.1	Photobacterium marinum
NR_133048.1	Neoscardovia arbecensis
NR_133047.1	Marichromatium chrysaorae
NR_133046.1	Marichromatium litoris
NR_133045.1	Polymorphum gilvum
NR_133044.1	Rubrimonas shengliensis
NR_133043.1	Hymenobacter tibetensis
NR_133042.1	Parasaccharibacter apium
NR_133041.1	Geminisphaera colitermitum
NR_133040.1	Rickettsia monteiroi
NR_133039.1	Levyella massiliensis
NR_133038.1	Fenollaria massiliensis
NR_133037.1	Casaltella massiliensis
NR_133036.1	Anaerococcus provencensis
NR_133035.1	Streptomyces aegyptia
NR_133033.1	Oceanobacillus massiliensis
NR_133032.1	Nosocomiicoccus massiliensis
NR_133031.1	Bartonella florencae
NR_133029.1	Bacillus massiliogorillae
NR_133028.1	[Clostridium] dakarense
NR_133027.1	Megasphaera massiliensis
NR_133026.1	Kallipyga massiliensis
NR_133025.1	Alistipes obesi
NR_133024.1	Bacillus timonensis
NR_133023.1	Pseudomonas oryzae
NR_133020.1	Pseudomonas nitritireducens
NR_133019.1	Rhizobium helanshanense
NR_133018.1	Deinococcus sahariens
NG_042881.1	Helicobacter fennelliae
NR_118766.2	Helicobacter fennelliae
NR_132726.1	Hydrogenophaga carboriunda
NR_132725.1	Bacillus borbori
NR_132724.1	Pseudomonas prosekii
NR_132722.1	Pedobacter hainanensis
NR_132721.1	Virgibacillus natechei
NR_132720.1	Pelagibacterium nitratireducens
NR_132717.1	Salinicola zeshunii
NR_132716.1	Roseibacterium beibuensis
NR_132715.1	Leucobacter margaritiformis
NR_132714.1	Paracoccus oceanense
NR_132713.1	Photobacterium atrarenae
NR_132712.1	Pseudoxanthomonas jiangsuensis
NR_132711.1	Microbacterium assamensis
NR_132710.1	Rhodanobacter xiangquanii
NR_132709.1	Luteibacter jiangsuensis
NR_132708.1	'Burkholderia humi'
NR_132707.1	Alkalilactibacillus ikkensis
NR_132706.1	Acidocella aromatica
NR_132705.1	Desulfonatronum buryatense
NR_132704.1	Halomonas socia
NR_132703.1	Isoptericola salitolerans
NR_132702.1	Myceligenerans salitolerans
NR_132701.1	Desulfohalophilus alkaliarsenatis
NR_132699.1	Aestuariibaculum scopimerae
NR_132698.1	Niabella terrae
NR_132697.1	Devosia lucknowensis
NR_132696.1	Pontibacter jeungdoensis
NR_132695.1	Mucilaginibacter ginsenosidivorax
NR_132694.1	Paenibacillus marinisediminis
NR_132693.1	Deinococcus swuensis
NR_132692.1	Rhodopirellula rosea
NR_132691.1	Lysinibacillus tabacifolii
NR_132690.1	Flavobacterium anseonense
NR_132689.1	Pedobacter namyangjuensis
NR_132688.1	Phycicoccus ochangensis
NR_132687.1	Arenimonas aquatica
NR_132686.1	Microlunatus terrae
NR_132685.1	Pedobacter jeongneungensis
NR_132684.1	Winogradskyella jejuensis
NR_132683.1	Chitinibacter suncheonensis
NR_132681.1	Pigmentiphaga soli
NR_132680.1	Gramella jeungdoensis
NR_132679.1	Leucobacter kyeonggiensis
NR_132678.1	Kineosphaera nakaumiensis
NR_132677.1	Rhizobacter gummiphilus
NR_132676.1	Hydrogenophaga electricum
NR_132675.1	Gemmatirosa kalamazoonesis
NR_132674.1	Sporomusa intestinalis
NR_132672.1	Swingsia samuiensis
NR_132671.1	Idiomarina piscisalsi
NR_132670.1	Sediminicoccus rosea
NR_132668.1	Pedobacter kyungheensis
NR_132667.1	Novosphingobium sediminis
NR_132666.1	Citricoccus yambaruensis
NR_132665.1	Spongitalea numazuensis
NR_132664.1	'Sphingomonas ginsengisoli'
NR_132663.1	Saccharopolyspora pathumthaniensis
NR_132662.1	Marivita roseacus
NR_132661.1	Flavobacterium ginsengiterrae
NR_108689.1	Sphingobacterium ginsenosidimutans
NR_132614.1	Cohnella plantaginis
NR_132613.1	Streptomyces oceani
NR_132612.1	Paenibacillus beijingensis
NR_132610.1	Methylobacillus rhizosphaerae
NR_132609.1	Marinilabilia nitratireducens
NR_132608.1	Janthinobacterium svalbardensis
NR_132606.1	Rhizobium qilianshanense
NR_132605.1	Paenibacillus brassicae
NR_132604.1	Kocuria assamensis
NR_132603.1	Pontibacter rhizosphera
NR_132602.1	Nocardiopsis yanglingensis
NR_132601.1	Echinicola shivajiensis
NR_132600.1	Aliidiomarina haloalkalitolerans
NR_132599.1	Vibrio zhanjiangensis
NR_132598.1	Hydrogenophaga temperata
NR_132597.1	Rhizobium kunmingense
NR_132596.1	Klebsiella quasipneumoniae
NR_132595.1	Prosthecochloris indica
NR_132594.1	Desulfomicrobium aestuarii
NR_132593.1	Desulfomicrobium salsuginis
NR_132400.1	Geobacillus subterraneus
NR_132396.1	Nocardioides albertanoniae
NR_132395.1	Endobacter medicaginis
NR_132394.1	Epibacterium ulvae
NR_132392.1	Anaerocella delicata
NR_132391.1	Sungkyunkwania multivorans
NR_132389.1	Litorisediminicola beolgyonensis
NR_132388.1	Desulfotomaculum defluvii
NR_132387.1	Barrientosiimonas marina
NR_132386.1	Halomonas aidingensis
NR_117083.1	Streptomyces viridis
NR_117078.1	Mariniradius saccharolyticus
NR_132334.1	Huanghella arctica
NR_132331.1	Brockia lithotrophica
NR_132330.1	Litorilinea aerophila
NR_132329.1	Phaeocystidibacter luteus
NR_132328.1	Desulfoconvexum algidum
NR_132327.1	Allonocardiopsis opalescens
NR_132307.1	Vibrio tapetis
NR_132305.1	Streptomyces yaanensis
NR_132304.1	Paenibacillus profundus
NR_132303.1	Micromonospora halotolerans
NR_132302.1	Paraherbaspirillum soli
NR_132301.1	Geojedonia litorea
NR_132300.1	Hwangdonia seohaensis
NR_132299.1	Enterococcus saccharolyticus
NR_132296.1	Spelaeicoccus albus
NR_132295.1	Imperialibacter roseus
NR_132294.1	Texcoconibacillus texcoconensis
NR_132293.1	Thermomarinilinea lacunifontana
NR_132292.1	Taonella mepensis
NR_132291.1	Lentilitoribacter donghaensis
NR_132290.1	Algibacter wandonensis
NR_132289.1	Aquihabitans daechungensis
NR_132288.1	Halomonas beimenensis
NR_132283.1	Mongoliicoccus roseus
NR_132282.1	Namhaeicola litoreus
NR_132281.1	Tropicibacter phthalicicus
NR_109349.1	Actinopolyspora saharensis
NG_042071.1	Desulfotomaculum reducens
NG_041960.1	Helicobacter bilis
NG_041959.1	Caedimonas varicaedens
NR_029182.3	Helicobacter bilis
NR_044847.4	Caedimonas varicaedens
NR_108510.2	Hippea jasoniae
NG_041941.1	Hippea jasoniae
NR_117712.2	Calochaete cimrmanii
NR_126217.3	Microbacter margulisiae
NR_126219.2	Microbacter margulisiae
NR_126218.2	Microbacter margulisiae
NR_126216.2	Microbacter margulisiae
NR_126214.2	Microbacter margulisiae
NR_126213.2	Microbacter margulisiae
NR_126212.2	Microbacter margulisiae
NR_126211.2	Microbacter margulisiae
NR_126314.1	Methylacidimicrobium tartarophylax
NR_126311.1	Mariniflexile ostreae
NR_126310.1	Gordonia jinhuaensis
NR_126309.1	Flavobacterium arsenatis
NR_126306.1	Zhongshania aliphaticivorans
NR_126301.1	Photobacterium sanctipauli
NR_126300.1	Hymenobacter qilianensis
NR_126299.1	Orenia chitinitropha
NR_126298.1	Hoppeia youngheungensis
NR_126297.1	Leisingera aquaemixtae
NR_126290.1	Streptomyces pluripotens
NR_126288.1	Pontibacter diazotrophicus
NR_126287.1	Kordia jejudonensis
NR_126285.1	Desulfocarbo indianensis
NR_126284.1	Vespertiliibacter pulmonis
NR_126283.1	Microbacterium mangrovi
NR_126282.1	Geobacter anodireducens
NR_126281.1	Zunongwangia mangrovi
NR_126280.1	Novosphingobium malaysiense
NR_126279.1	Mumia flava
NR_126278.1	Rhodococcus defluvii
NR_126277.1	Streptomonospora nanhaiensis
NR_126275.1	Photobacterium sanctipauli
NR_126274.1	Burkholderia australis
NR_126273.1	Massilia kyonggiensis
NR_126272.1	Roseovarius azorensis
NR_126271.1	Paenibacillus pinisoli
NR_126270.1	Oceanobacillus luteolus
NR_126269.1	Gynuella sunshinyii
NR_126268.1	Pseudoruegeria haliotis
NR_126267.1	Kosmotoga pacifica
NR_126266.1	Roseivivax pacificus
NR_126265.1	Pseudohongiella spirulinae
NR_126264.1	Bacterioplanes sanyensis
NR_126262.1	Melghirimyces profundicolus
NR_126261.1	Oceanobacillus pacificus
NR_126260.1	Acidibacter ferrireducens
NR_126259.1	Saccharopolyspora indica
NR_126253.1	Lactobacillus helsingborgensis
NR_126252.1	Lactobacillus melliventris
NR_126251.1	Lactobacillus kullabergensis
NR_126250.1	Lactobacillus kimbladii
NR_126244.1	Pseudonocardia salamisensis
NR_126242.1	Halomonas songnenensis
NR_126240.1	Altibacter lentus
NR_126239.1	Streptobacillus hongkongensis
NR_126237.1	Luteimicrobium xylanilyticum
NR_126236.1	Pseudonocardia hierapolitana
NR_126235.1	Pseudonocardia kujensis
NR_126234.1	Pseudofulvibacter geojedonensis
NR_126233.1	Flaviflexus huanghaiensis
NR_126232.1	Pseudoalteromonas hodoensis
NR_126231.1	Catalinimonas alkaloidigena
NR_126230.1	Mooreia alkaloidigena
NR_126229.1	Pseudoxanthomonas wuyuanensis
NR_126228.1	Salegentibacter echinorum
NR_126227.1	Barrientosiimonas humi
NR_126226.1	Thermosulfurimonas dismutans
NR_126224.1	Providencia thailandensis
NR_126223.1	Rhodopirellula rubra
NR_126222.1	Pseudonocardia cypriaca
NR_126221.1	Desulfuribacillus alkaliarsenatis
NR_126220.1	Pseudomonas helmanticensis
NR_126215.1	Microbacter margulisiae
NR_126209.1	Geodermatophilus amargosae
NR_126208.1	Enterobacter hormaechei
NR_126207.1	Rhodovulum viride
NR_126206.1	Rhodovulum salis
NR_126204.1	Streptomyces amritsarensis
NR_126203.1	Albirhodobacter marinus
NR_126202.1	Roseivivax roseus
NR_126201.1	Rhodanobacter glycinis
NR_126200.1	Streptomyces leeuwenhoekii
NR_126199.1	Rhodopirellula lusitana
NR_126197.1	Klenkia brasiliensis
NR_126196.1	Mizugakiibacter sediminis
NR_126192.1	Temperatibacter marinus
NR_126191.1	Tamlana sedimentorum
NR_126189.1	Methylocaldum marinum
NR_126188.1	Sulfurovum aggregans
NR_126187.1	Glycomyces albus
NR_126186.1	Glycomyces fuscus
NR_126185.1	Gracilibacillus alcaliphilus
NR_126184.1	Rhizocola hellebori
NR_126183.1	Citreitalea marina
NR_126182.1	Labilithrix luteola
NR_126181.1	Vulgatibacter incomptus
NR_126180.1	Reyranella graminifolii
NR_126179.1	Clostridium swellfunianum
NR_126178.1	Streptococcus saliviloxodontae
NR_126177.1	Streptococcus loxodontisalivarius
NR_126176.1	Desulfatiglans parachlorophenolica
NR_126175.1	Streptomyces chumphonensis
NR_126174.1	Rhizobium lemnae
NR_126173.1	Alicyclobacillus cellulosilyticus
NR_126172.1	Povalibacter uvarum
NR_126170.1	Thermoclostridium caenicola
NR_125696.2	Amphiplicatus metriothermophilus
NR_115546.2	Actinobacillus pleuropneumoniae
NR_125498.2	Salibacterium halochares
NR_125726.1	Jeotgalibacillus soli
NR_125709.1	Heliothrix oregonensis
NR_125707.1	Pseudogracilibacillus auburnensis
NR_125706.1	Streptomyces jiujiangensis
NR_125705.1	Aggregicoccus edonensis
NR_125704.1	Rubrobacter naiadicus
NR_125703.1	Rubrobacter calidifluminis
NR_125702.1	Lactobacillus apis
NR_125699.1	Brenneria roseae
NR_125698.1	Brenneria roseae
NR_125697.1	Trichocoleus desertorum
NR_125694.1	Streptosporangium nanhuense
NR_125692.1	Solimonas terrae
NR_125690.1	Pseudocitrobacter faecalis
NR_125681.1	Mariniflexile soesokkakense
NR_125680.1	Limimaricola soesokkakensis
NR_125678.1	Roseovarius marisflavi
NR_125677.1	Vallitalea pronyensis
NR_125675.1	Tenacibaculum caenipelagi
NR_125674.1	Jejudonia soesokkakensis
NR_125673.1	Methyloversatilis thermotolerans
NR_125672.1	Undibacterium seohonense
NR_125671.1	Undibacterium jejuense
NR_125670.1	Algibacter miyuki
NR_125669.1	Aestuariihabitans beolgyonensis
NR_125668.1	Thermoflexus hugenholtzii
NR_125667.1	Mycobacterium paragordonae
NR_125666.1	Streptosporangium shengliense
NR_125665.1	Pontibacter indicus
NR_125664.1	Micromonospora maoerensis
NR_125663.1	Cohnella lupini
NR_125662.1	Chitinophaga polysaccharea
NR_125661.1	Nonomuraea fuscirosea
NR_125660.1	Nonomuraea guangzhouensis
NR_125659.1	Actinomycetospora atypica
NR_125658.1	Nonomuraea harbinensis
NR_125657.1	Tepidibacillus fermentans
NR_125656.1	Ottowia shaoguanensis
NR_125655.1	Cloacibacterium haliotis
NR_125654.1	Sphingobacterium arenae
NR_125652.1	Micromonospora polyrhachis
NR_125651.1	Streptomyces polyrhachis
NR_125650.1	Micromonospora jinlongensis
NR_125648.1	Altererythrobacter atlanticus
NR_125646.1	Listeria aquatica
NR_125645.1	Listeria floridensis
NR_125644.1	Frondihabitans sucicola
NR_125643.1	Galbitalea soli
NR_125642.1	Kallotenue papyrolyticum
NR_125641.1	Parvularcula oceani
NR_125639.1	Borreliella chilensis
NR_125638.1	Bradyrhizobium valentinum
NR_125637.1	Streptacidiphilus durhamensis
NR_125636.1	Thalassotalea piscium
NR_125634.1	Salinibacillus xinjiangensis
NR_125633.1	Gramella flava
NR_125629.1	Bacillus massilioanorexius
NR_125628.1	Holdemania massiliensis
NR_125625.1	Wenyingzhuangia marina
NR_125624.1	Proteinivorax tanatarense
NR_125623.1	Proteinivorax tanatarense
NR_125622.1	Zunongwangia atlantica
NR_125621.1	Streptomyces pratensis
NR_125620.1	Streptomyces pratensis
NR_125619.1	Streptomyces pratensis
NR_125618.1	Streptomyces pratensis
NR_125617.1	Arenitalea lutea
NR_125616.1	Streptomyces pratensis
NR_125615.1	Bacillus thaonhiensis
NR_125614.1	Methyloligella solikamskensis
NR_125613.1	Methyloligella halotolerans
NR_125612.1	Halomonas zhaodongensis
NR_125610.1	Enterococcus olivae
NR_125607.1	Peptoniphilus obesi
NR_125606.1	Enorma massiliensis
NR_125605.1	Peptoniphilus grossensis
NR_125604.1	Paenirhodobacter enshiensis
NR_125603.1	Timonella senegalensis
NR_125602.1	Noviherbaspirillum massiliense
NR_125601.1	Cellulomonas massiliensis
NR_125600.1	Metakosakonia massiliensis
NR_125598.1	Gemmobacter megaterium
NR_125597.1	Romboutsia ilealis
NR_125596.1	Anditalea andensis
NR_125595.1	Senegalimassilia anaerobia
NR_125594.1	Paenibacillus senegalensis
NR_125593.1	Dielma fastidiosa
NR_125592.1	Peptoniphilus senegalensis
NR_125591.1	Clostridium senegalense
NR_125590.1	Bacillus massiliosenegalensis
NR_125589.1	Alistipes timonensis
NR_125588.1	Aeromicrobium massiliense
NR_125587.1	Kosakonia oryziphila
NR_125586.1	Kosakonia oryzendophytica
NR_125584.1	Fluoribacter bozemanae
NR_125583.1	Brasilonema angustatum
NR_125582.1	Brasilonema angustatum
NR_125581.1	Roseovarius marisflavi
NR_125580.1	Paraburkholderia dilworthii
NR_125579.1	Streptomyces graminilatus
NR_125578.1	Streptomyces rhizophilus
NR_125577.1	Streptomyces graminisoli
NR_125574.1	Bartonella senegalensis
NR_125573.1	Anaerococcus pacaensis
NR_125572.1	Tepidiphilus thermophilus
NR_125571.1	Oribacterium asaccharolyticum
NR_125570.1	Oribacterium parvum
NR_125569.1	Massilia umbonata
NR_125566.1	Lyticum flagellatum
NR_125563.1	Lactobacillus nenjiangensis
NR_125560.1	Myroides gitamensis
NR_125556.1	Lacibacterium aquatile
NR_125554.1	Gaetbulibacter aestuarii
NR_125552.1	Flavobacterium cheonhonense
NR_125551.1	Cyclobacterium jeungdonense
NR_125550.1	Planktomarina temperata
NR_125549.1	Arcobacter anaerophilus
NR_125548.1	Lactobacillus hominis
NR_125547.1	Polynucleobacter rarus
NR_125546.1	Polynucleobacter difficilis
NR_125545.1	Polynucleobacter acidiphobus
NR_125544.1	Limnohabitans australis
NR_125543.1	Actinoplanes subtropicus
NR_125542.1	Limnohabitans parvus
NR_125541.1	Limnohabitans planktonicus
NR_125540.1	Algoriphagus taeanensis
NR_125538.1	Eoetvoesia caeni
NR_125537.1	Nocardiopsis fildesensis
NR_125536.1	Rhodoferax saidenbachensis
NR_125535.1	Bhargavaea indica
NR_125533.1	Thermolongibacillus kozakliensis
NR_125531.1	Thermolongibacillus altinsuensis
NR_125528.1	Propionivibrio militaris
NR_125527.1	Streptomyces araujoniae
NR_125525.1	Mycolicibacterium insubricum
NR_125523.1	Pseudomonas chengduensis
NR_125518.1	Moorella perchloratireducens
NR_125517.1	Spiroplasma eriocheiris
NR_125515.1	Spiroplasma lineolae
NR_125513.1	Nonlabens antarcticus
NR_125512.1	Mesoplasma coleopterae
NR_125510.1	Syntrophomonas cellicola
NR_125505.1	Spiroplasma eriocheiris
NR_125503.1	Herbidospora daliensis
NR_125502.1	Herminiimonas arsenicoxydans
NR_125500.1	Caballeronia udeis
NR_125499.1	Dechlorobacter hydrogenophilus
NR_125497.1	Candidatus Limnoluna
NR_125496.1	Candidatus Flaviluna
NR_125495.1	Candidatus Planktoluna
NR_125494.1	Pullulanibacillus uraniitolerans
NR_125493.1	Rhodoluna lacicola
NR_125492.1	Methylobacterium adhaesivum
NR_125491.1	Limnohabitans curvus
NR_125489.1	Candidatus Aquiluna
NR_125488.1	Candidatus Rhodoluna
NR_125487.1	Polynucleobacter cosmopolitanus
NR_125475.1	Agaribacter marinus
NR_125472.1	Algisphaera agarilytica
NR_125471.1	Sulfurisoma sediminicola
NR_125470.1	Sphaerisporangium rufum
NR_125469.1	Effusibacillus lacus
NR_125468.1	Aerococcus vaginalis
NR_125467.1	Flavobacterium urocaniciphilum
NR_125466.1	Flavobacterium longum
NR_125465.1	Methyloceanibacter caenitepidi
NR_125464.1	Anaerobacterium chartisolvens
NR_125463.1	Bacteroides luti
NR_125462.1	Paenibacillus shirakamiensis
NR_125461.1	Raoultella electrica
NR_125460.1	Sulfitobacter porphyrae
NR_125459.1	Nguyenibacter vanlangensis
NR_125458.1	Pseudoalteromonas shioyasakiensis
NR_125456.1	Brevibacillus fulvus
NR_125455.1	Hydrogenispora ethanolica
NR_125454.1	Polymorphobacter multimanifer
NR_125451.1	Lactivibrio alcoholicus
NR_125450.1	Thalassospira povalilytica
NR_125449.1	Methylomarinovum caldicuralii
NR_125446.1	Tateyamaria omphalii
NR_119288.2	Chlorobium ferrooxidans
NR_118125.1	Pseudomonas batumici
NR_114549.1	Nocardia pigrifrangens
NR_109645.1	Saccharopolyspora dendranthemae
NR_109642.1	Kineococcus endophyticus
NR_109638.1	Amycolatopsis jiangsuensis
NR_109637.1	Pseudonocardia nantongensis
NR_109347.1	Actinopolyspora righensis
NR_122101.1	Sphingobacterium nematocida
NR_122100.1	Sphaerotilus natans
NR_122098.1	Rhodopseudomonas parapalustris
NR_122097.1	Pseudomonas chlororaphis
NR_122096.1	Pedobacter rhizosphaerae
NR_122095.1	Methylophilus glucosoxydans
NR_122094.1	Marinomonas brasilensis
NR_122090.1	Clostridium chromiireducens
NR_122087.1	Thioalbus denitrificans
NR_122086.1	Mongoliitalea lutea
NR_122085.1	Defluviitoga tunisiensis
NR_122081.1	Aquisphaera giovannonii
NR_108208.1	Tetragenococcus halophilus
NR_121793.1	Chania multitudinisentens
NR_121786.1	Hymenobacter swuensis
NR_121781.1	Chlamydia avium
NR_121771.1	Magnetospirillum gryphiswaldense
NR_121734.1	Roseibacterium elongatum
NR_121726.1	Fimbriimonas ginsengisoli
NR_044660.3	Faecalicoccus pleomorphus
NR_119350.1	Xenorhabdus japonica
NR_119320.1	Legionella shakespearei
NR_119317.1	Nitrosomonas ureae
NR_119316.1	Nitrosomonas marina
NR_119315.1	Nitrosomonas halophila
NR_119314.1	Nitrosomonas communis
NR_119312.1	Nocardia crassostreae
NR_119300.1	Leptospira weilii
NR_119299.1	Leptonema illini
NR_119298.1	Leptothrix discophora
NR_119295.1	Parahymenobacter ocellatus
NR_119292.1	Enterococcus saccharolyticus
NR_119291.1	Enterococcus cecorum
NR_119289.1	Hippea maritima
NR_119263.1	Atopobacter phocae
NR_119258.1	Desulfonatronum lacustre
NR_119253.1	Mycolicibacterium wolinskyi
NR_119243.1	Sphingomonas ursincola
NR_119223.1	Oenococcus oeni
NR_119222.1	Leuconostoc pseudomesenteroides
NR_119207.1	Pelotomaculum schinkii
NR_119203.1	Ureibacillus thermosphaericus
NR_119187.1	Rubrobacter xylanophilus
NR_119154.1	Gracilibacillus dipsosauri
NR_119115.1	Halanaerobium alcaliphilum
NR_119112.1	Bosea thiooxidans
NR_119100.1	Azospirillum brasilense
NR_119072.1	Brevibacterium iodinum
NR_119071.1	Brevibacterium casei
NR_119006.1	Desulfobacula toluolica
NR_119000.1	Thauera selenatis
NR_118984.1	Ralstonia solanacearum
NR_118983.1	Legionella lytica
NR_118972.1	Bacillus subtilis
NR_118968.1	Geobacillus stearothermophilus
NR_118961.1	Virgibacillus pantothenticus
NR_118960.1	Paenibacillus macerans
NR_118959.1	Bacillus licheniformis
NR_118957.1	Brevibacillus laterosporus
NR_118954.1	Bacillus coagulans
NR_118953.1	Bacillus circulans
NR_118941.1	Streptococcus alactolyticus
NR_118912.1	Sporosarcina globispora
NR_118911.1	Gemmata obscuriglobus
NR_118906.1	Carnobacterium divergens
NR_118904.1	Lactococcus raffinolactis
NR_118903.1	Lactococcus plantarum
NR_118902.1	Vagococcus fluvialis
NR_118895.1	Terrabacter tumescens
