accession	name
NR_042076.1	Psychrobacter glacincola
NR_042074.1	Eubacterium pyruvativorans
NR_042073.1	Lysinibacillus sphaericus
NR_042072.1	Lysinibacillus fusiformis
NR_042069.1	Halomonas venusta
NR_042067.1	Halomonas subglaciescola
NR_042066.1	Halomonas meridiana
NR_042065.1	Cobetia marina
NR_042064.1	Halomonas halmophila
NR_042063.1	Halomonas aquamarina
NR_042062.1	Serratia liquefaciens
NR_042060.1	Trichococcus flocculiformis
NR_042058.1	Pediococcus pentosaceus
NR_042055.1	Enterococcus malodoratus
NR_042054.1	Enterococcus faecium
NR_042051.1	Streptococcus lutetiensis
NR_042045.1	Desulfofundulus thermobenzoicus
NR_042043.1	Vibrio pelagius
NR_042042.1	Amycolatopsis tolypomycina
NR_042041.1	Amycolatopsis sulphurea
NR_042039.1	Amycolatopsis mediterranei
NR_042038.1	Amycolatopsis coloradensis
NR_042037.1	Glycomyces rutgersensis
NR_042036.1	Cryptosporangium aurantiacum
NR_042035.1	Actinomadura umbrina
NR_042033.1	Actinocorallia longicatena
NR_042032.1	Actinomadura livida
NR_042031.1	Actinomadura hibisca
NR_042030.1	Actinocorallia glomerata
NR_042029.1	Actinomadura formosensis
NR_042028.1	Actinomadura fibrosa
NR_042027.1	Actinocorallia aurantiaca
NR_042026.1	Acinetobacter gyllenbergii
NR_042025.1	Corynebacterium freneyi
NR_042024.1	Filibacter limicola
NR_042023.1	Bacteriovorax stolpii
NR_042021.1	Achromobacter denitrificans
NR_042020.1	Nonomuraea roseola
NR_042018.1	Desulfomicrobium escambiense
NR_042017.1	Actinoplanes utahensis
NR_042016.1	Actinoplanes palleronii
NR_042015.1	Actinoplanes missouriensis
NR_042014.1	Actinoplanes ferrugineus
NR_042013.1	Actinoplanes durhamensis
NR_042012.1	Actinoplanes deccanensis
NR_042011.1	Chromohalobacter nigrandesensis
NR_042009.1	Paenibacillus jamilae
NR_042006.1	Pseudonocardia saturnea
NR_042005.1	Pseudonocardia petroleophila
NR_042004.1	Pseudonocardia halophobica
NR_042003.1	Pseudonocardia hydrocarbonoxydans
NR_042002.1	Pseudonocardia compacta
NR_042001.1	Pseudonocardia autotrophica
NR_042000.1	Pseudonocardia alni
NR_041999.1	Pseudonocardia yunnanensis
NR_041997.1	Laceyella sacchari
NR_041996.1	Brevibacterium casei
NR_041994.1	Bosea thiooxidans
NR_041993.1	Pseudonocardia tetrahydrofuranoxydans
NR_041991.1	Phenylobacterium haematophilum
NR_041988.1	Neisseria polysaccharea
NR_041985.1	Alkalibacillus haloalkaliphilus
NR_041984.1	Actinomyces slackii
NR_041983.1	Schaalia odontolytica
NR_041979.1	Serratia ficaria
NR_041978.1	Pantoea agglomerans
NR_041977.1	Brenneria rubrifaciens
NR_041976.1	Erwinia rhapontici
NR_041975.1	Lonsdalea quercina
NR_041974.1	Erwinia mallotivora
NR_041973.1	Pantoea cypripedii
NR_041972.1	Dickeya chrysanthemi
NR_041971.1	Pectobacterium carotovorum
NR_041970.1	Erwinia amylovora
NR_041969.1	Brenneria alni
NR_041967.1	Maricaulis maris
NR_041966.1	Brevundimonas intermedia
NR_041965.1	Brevundimonas alba
NR_041964.1	Caulobacter mirabilis
NR_041960.1	Blautia luti
NR_041954.1	Prevotella brevis
NR_041953.1	Pseudomonas vancouverensis
NR_041952.1	Pseudomonas abietaniphila
NR_041949.1	Dendrosporobacter quercicolus
NR_041948.1	Sphingomonas fennica
NR_041945.1	Mycobacterium shimoidei
NR_041941.1	Anaerococcus tetradius
NR_041940.1	Anaerococcus lactolyticus
NR_041938.1	Peptoniphilus lacrimalis
NR_041935.1	Finegoldia magna
NR_041933.1	Enterococcus ratti
NR_041929.1	Paenibacillus mendelii
NR_041924.1	Dickeya dadantii
NR_041923.1	Dickeya zeae
NR_041922.1	Dickeya dianthicola
NR_041921.1	Dickeya dadantii
NR_041914.1	Streptomyces violaceoruber
NR_041912.1	Chryseobacterium tenax
NR_041910.1	Rhodococcus hoagii
NR_041879.1	Veillonella dispar
NR_041874.1	Nocardia otitidiscaviarum
NR_041873.1	Rhodococcus corynebacterioides
NR_041872.1	Nocardia africana
NR_041869.1	Nocardia salmonicida
NR_041868.1	Nocardia crassostreae
NR_041867.1	Nocardia transvalensis
NR_041866.1	Nocardia vaccinii
NR_041865.1	Nocardia uniformis
NR_041864.1	Nocardia pseudobrasiliensis
NR_041863.1	Nocardia paucivorans
NR_041861.1	Nocardia seriolae
NR_041860.1	Nocardia brasiliensis
NR_041858.1	Nocardia nova
NR_041857.1	Nocardia cyriacigeorgica
NR_041855.1	Desulfovibrio vulgaris
NR_041854.1	Desulfobacterium vacuolatum
NR_041853.1	Desulfobacterium autotrophicum
NR_041852.1	Desulfotignum balticum
NR_041851.1	Desulfobacter curvatus
NR_041849.1	Desulfococcus multivorans
NR_041845.1	Mycoplasma hyorhinis
NR_041838.1	Vibrio parahaemolyticus
NR_041835.1	Campylobacter coli
NR_041834.1	Campylobacter jejuni
NR_041833.1	Yersinia ruckeri
NR_041832.1	Yersinia enterocolitica
NR_041831.1	Yersinia aldovae
NR_041823.1	Lentzea albidocapillata
NR_041812.1	Pseudoclavibacter faecalis
NR_041811.1	Pasteurella multocida
NR_041810.1	Pasteurella multocida
NR_041805.1	Selenomonas dianae
NR_041802.1	Thermolithobacter ferrireducens
NR_041800.1	Lactobacillus crispatus
NR_041796.1	Lactobacillus vaginalis
NR_041786.1	Zymobacter palmae
NR_041784.1	Leeuwenhoekiella marinoflava
NR_041783.1	Xylella fastidiosa
NR_041782.1	Sporosarcina ureae
NR_041781.1	Streptococcus alactolyticus
NR_041780.1	Streptococcus hyointestinalis
NR_041779.1	Xylella fastidiosa
NR_041777.1	Streptosporangium purpuratum
NR_041776.1	Streptosporangium yunnanense
NR_041775.1	Rhodococcus zopfii
NR_041773.1	Renibacterium salmoninarum
NR_041769.1	Bordetella avium
NR_041766.1	Spirillospora rubra
NR_041764.1	Catellatospora methionotrophica
NR_041761.1	Thermoactinomyces vulgaris
NR_041760.1	Thermoactinomyces intermedius
NR_041759.1	Herbaspirillum rubrisubalbicans
NR_041758.1	Acidovorax citrulli
NR_041756.1	Acidovorax cattleyae
NR_041754.1	Ketogulonicigenium vulgare
NR_041753.1	Oligella urethralis
NR_041750.1	Klebsiella pneumoniae
NR_041749.1	Klebsiella oxytoca
NR_041746.1	Clostridium algidicarnis
NR_041744.1	Mycoplasma pulmonis
NR_041743.1	Mycoplasma arginini
NR_041742.1	Legionella pneumophila
NR_041741.1	Enterovibrio calviensis
NR_041739.1	Saccharothrix syringae
NR_041738.1	Saccharothrix longispora
NR_041737.1	Lechevalieria flava
NR_041736.1	Saccharothrix coeruleofusca
NR_041735.1	Saccharothrix australiensis
NR_041734.1	Actinokineospora riparia
NR_041733.1	Kutzneria kofuensis
NR_041732.1	Actinokineospora inagensis
NR_041729.1	Thiocapsa roseopersicina
NR_041727.1	Leuconostoc citreum
NR_041725.1	Burkholderia mallei
NR_041724.1	Aminobacter lissarensis
NR_041721.1	Streptococcus constellatus
NR_041720.1	Burkholderia vietnamiensis
NR_041719.1	Burkholderia stabilis
NR_041712.1	Blastochloris viridis
NR_041711.1	Pseudoalteromonas distincta
NR_041696.1	Salmonella enterica
NR_041695.1	Moraxella cuniculi
NR_041691.1	Butyricimonas virosa
NR_041690.1	Butyricimonas synergistica
NR_041689.1	Winogradskyella arenosi
NR_041688.1	Psychrobacter fulvigenes
NR_041686.1	Bifidobacterium mongoliense
NR_041685.1	Lacticigenium naphtae
NR_041684.1	Prevotella falsenii
NR_041683.1	Vibrio azureus
NR_041682.1	Photobacterium aquimaris
NR_041679.1	Glaciibacter superstes
NR_041678.1	Kineosporia mikuniensis
NR_041677.1	Kineosporia babensis
NR_041676.1	Psychromonas agarivorans
NR_041675.1	Sporolactobacillus kofuensis
NR_041662.1	Thalassomonas haliotis
NR_041661.1	Thalassomonas actiniarum
NR_041659.1	Lactobacillus rapi
NR_041658.1	Lactobacillus kisonensis
NR_041657.1	Lactobacillus otakiensis
NR_041656.1	Lactobacillus sunkii
NR_041655.1	Lactobacillus capillatus
NR_041654.1	Psychromonas heitensis
NR_041653.1	Paramoritella alkaliphila
NR_041652.1	Actinoallomurus caesius
NR_041651.1	Actinoallomurus purpureus
NR_041650.1	Actinoallomurus iriomotensis
NR_041649.1	Actinoallomurus luridus
NR_041648.1	Actinoallomurus yoronensis
NR_041647.1	Actinoallomurus amamiensis
NR_041646.1	Actinoallomurus fulvus
NR_041645.1	Actinoallomurus coprocola
NR_041644.1	Exilispira thermophila
NR_041638.1	Leptobacterium flavescens
NR_041637.1	Schumannella luteola
NR_041635.1	Paenibacillus macquariensis
NR_041634.1	Iamia majanohamensis
NR_041629.1	Lactobacillus nodensis
NR_041628.1	Thiomonas delicata
NR_041617.1	Amphritea balenae
NR_041613.1	Catenulispora yoronensis
NR_041612.1	Catenulispora subtropica
NR_041611.1	Lactobacillus ruminis
NR_041600.1	Actinosynnema pretiosum
NR_041599.1	Acanthopleuribacter pedis
NR_041598.1	Tranquillimonas alkanivorans
NR_041595.1	Pseudosporangium ferrugineum
NR_041594.1	Lewinella marina
NR_041593.1	Lewinella lutea
NR_041592.1	Pseudomonas marincola
NR_041587.1	Lysobacter spongiicola
NR_041585.1	Rhizobacter dauci
NR_041580.1	Paenibacillus septentrionalis
NR_041579.1	Paenibacillus montaniterrae
NR_041578.1	Paenibacillus siamensis
NR_041577.1	Stenotrophomonas maltophilia
NR_041574.1	Alkalibacterium pelagium
NR_041569.1	Nonomuraea maheshkhaliensis
NR_041568.1	Sneathiella glossodoripedis
NR_041566.1	Lactobacillus equigenerosi
NR_041564.1	Asaia lannensis
NR_041554.1	Shinella yambaruensis
NR_041551.1	Saccharothrix violaceirubra
NR_041543.1	Agrococcus baldri
NR_041542.1	Agrococcus citreus
NR_041541.1	Prevotella pleuritidis
NR_041537.1	Aureispira maritima
NR_041533.1	Oceanobacillus caeni
NR_041529.1	Microbacterium hatanonis
NR_041527.1	Citrobacter youngae
NR_041524.1	Brevibacillus brevis
NR_041523.1	Bacillus coagulans
NR_041522.1	Kurthia zopfii
NR_041521.1	Rummeliibacillus pycnus
NR_041520.1	Kurthia gibsonii
NR_041517.1	Microlunatus panaciterrae
NR_041515.1	Alkalimonas collagenimarina
NR_041509.1	Lactobacillus composti
NR_041507.1	Pedobacter daechungensis
NR_041506.1	Pedobacter composti
NR_041498.1	Lactobacillus hayakitensis
NR_041495.1	Curtobacterium ammoniigenes
NR_041491.1	Paenibacillus nanensis
NR_041490.1	Paenibacillus thailandensis
NR_041487.1	Deinococcus aquiradiocola
NR_041481.1	Deinococcus roseus
NR_041474.1	Alicyclobacillus macrosporangiidus
NR_041468.1	Lactobacillus parafarraginis
NR_041467.1	Lactobacillus farraginis
NR_041466.1	Marinitoga okinawensis
NR_041463.1	Marixanthomonas ophiurae
NR_041462.1	Persicobacter diffluens
NR_041458.1	Pediococcus siamensis
NR_041457.1	Lactobacillus camelliae
NR_041456.1	Lactobacillus thailandensis
NR_041455.1	Bacillus amyloliquefaciens
NR_041454.1	Epibacterium mobile
NR_041448.1	Bacteroides gallinarum
NR_041446.1	Bacteroides barnesiae
NR_041445.1	Gluconobacter japonicus
NR_041438.1	Flammeovirga kamogawensis
NR_041436.1	Streptomyces glomeroaurantiacus
NR_041435.1	Streptomyces brasiliensis
NR_041434.1	Streptomyces thermogriseus
NR_041433.1	Streptomyces sulfonofaciens
NR_041432.1	Streptomyces seoulensis
NR_041431.1	Streptomyces luteireticuli
NR_041430.1	Streptomyces prasinopilosus
NR_041429.1	Streptomyces mexicanus
NR_041428.1	Streptomyces glauciniger
NR_041427.1	Streptomyces yatensis
NR_041426.1	Kitasatospora niigatensis
NR_041425.1	Streptomyces albovinaceus
NR_041424.1	Streptomyces drozdowiczii
NR_041423.1	Streptomyces malachitospinus
NR_041422.1	Streptomyces albidochromogenes
NR_041421.1	Streptomyces mutomycini
NR_041420.1	Streptacidiphilus neutrinimicus
NR_041419.1	Streptacidiphilus jiangxiensis
NR_041418.1	Streptomyces asiaticus
NR_041417.1	Streptomyces sanglieri
NR_041416.1	Streptomyces yogyakartensis
NR_041415.1	Streptomyces rhizosphaericus
NR_041414.1	Streptomyces costaricanus
NR_041413.1	Streptomyces sporoclivatus
NR_041412.1	Streptomyces hygroscopicus
NR_041411.1	Streptomyces enissocaesilis
NR_041410.1	Streptomyces malaysiensis
NR_041409.1	Streptomyces glomeratus
NR_041408.1	Streptomyces thermoalcalitolerans
NR_041403.1	Sinomonas albida
NR_041399.1	Sphingomonas molluscorum
NR_041396.1	Agrobacterium tumefaciens
NR_041395.1	Flammeovirga yaeyamensis
NR_041393.1	Marinilactibacillus piezotolerans
NR_041391.1	Pseudovibrio japonicus
NR_041390.1	Loktanella atrilutea
NR_041389.1	Aureispira marina
NR_041386.1	Thiomonas delicata
NR_041370.1	Dyella ginsengisoli
NR_041367.1	Rhizobacter fulvus
NR_041353.1	Smaragdicoccus niigatensis
NR_041350.1	Micromonospora coxensis
NR_041349.1	Micromonospora chokoriensis
NR_041346.1	Mycolicibacter kumamotonensis
NR_041345.1	Mechercharimyces asporophorigenens
NR_041344.1	Mechercharimyces mesophilus
NR_041343.1	Parabacteroides merdae
NR_041342.1	Parabacteroides distasonis
NR_041341.1	Shinella zoogloeoides
NR_041340.1	Oscillibacter valericigenes
NR_041339.1	Luedemannella flava
NR_041338.1	Luedemannella helvata
NR_041333.1	Hydrogenivirga okinawensis
NR_041329.1	Microbacterium terricola
NR_041328.1	Staphylococcus sciuri
NR_041327.1	Staphylococcus sciuri
NR_041326.1	Staphylococcus fleurettii
NR_041325.1	Staphylococcus carnosus
NR_041324.1	Staphylococcus saprophyticus
NR_041323.1	Staphylococcus hominis
NR_041317.1	Thermodesulfovibrio thiophilus
NR_041309.1	Dethiosulfatibacter aminovorans
NR_041308.1	Kitasatospora misakiensis
NR_041304.1	Sharpea azabuensis
NR_041300.1	Nonlabens sediminis
NR_041295.1	Komagataeibacter oboediens
NR_041294.1	Lactobacillus parabuchneri
NR_041293.1	Lactobacillus buchneri
NR_041281.1	Bacteroides pyogenes
NR_041280.1	Bacteroides pyogenes
NR_041279.1	Bacteroides helcogenes
NR_041275.1	Bacillus boroniphilus
NR_041269.1	Gracilibacillus boraciitolerans
NR_041266.1	Micromonospora krabiensis
NR_041263.1	Lactobacillus harbinensis
NR_041262.1	Halobacillus kuroshimensis
NR_041259.1	Ferrimonas marina
NR_041258.1	Methylophilus leisingeri
NR_041257.1	Methylophilus methylotrophus
NR_041256.1	Micromonospora narathiwatensis
NR_041252.1	Chryseobacterium shigense
NR_041251.1	Nocardia testacea
NR_041248.1	Bacillus anthracis
NR_041246.1	Halobacillus profundi
NR_041245.1	Acrocarpospora corrugata
NR_041244.1	Azohydromonas lata
NR_041243.1	Azohydromonas australica
NR_041241.1	Bacillus oshimensis
NR_041239.1	Shinella granuli
NR_041238.1	Paracoccus koreensis
NR_041232.1	Streptomyces hirsutus
NR_041231.1	Streptomyces iakyrus
NR_041230.1	Streptomyces prasinus
NR_041228.1	Streptomyces orinoci
NR_041227.1	Streptomyces ardus
NR_041226.1	Streptomyces cyaneofuscatus
NR_041225.1	Streptomyces ipomoeae
NR_041223.1	Streptomyces cinnamoneus
NR_041222.1	Streptomyces bellus
NR_041221.1	Streptomyces afghaniensis
NR_041220.1	Streptomyces lanatus
NR_041219.1	Streptomyces glaucescens
NR_041218.1	Streptomyces flavoviridis
NR_041217.1	Streptomyces curacoi
NR_041216.1	Streptomyces chartreusis
NR_041215.1	Streptomyces lilacinus
NR_041214.1	Streptomyces spiroverticillatus
NR_041213.1	Streptomyces pulveraceus
NR_041212.1	Kitasatospora herbaricolor
NR_041211.1	Streptomyces hiroshimensis
NR_041210.1	Streptomyces fulvissimus
NR_041207.1	Streptomyces griseolus
NR_041206.1	Streptomyces flaveolus
NR_041205.1	Streptomyces sindenensis
NR_041204.1	Streptomyces gardneri
NR_041203.1	Streptomyces thioluteus
NR_041202.1	Streptomyces olivaceus
NR_041201.1	Streptomyces gougerotii
NR_041200.1	Streptomyces phaeochromogenes
NR_041199.1	Streptoalloteichus tenebrarius
NR_041197.1	Streptomyces heliomycini
NR_041196.1	Streptomyces fulvorobeus
NR_041195.1	Streptomyces aureorectus
NR_041194.1	Streptomyces cinnamonensis
NR_041193.1	Streptomyces asterosporus
NR_041192.1	Streptomyces labedae
NR_041191.1	Streptomyces bungoensis
NR_041190.1	Streptomyces tuirus
NR_041189.1	Streptomyces tricolor
NR_041188.1	Streptomyces rubrogriseus
NR_041187.1	Streptomyces noursei
NR_041186.1	Streptomyces griseoaurantiacus
NR_041185.1	Streptomyces lomondensis
NR_041184.1	Streptomyces levis
NR_041183.1	Streptomyces gobitricini
NR_041182.1	Streptomyces glaucus
NR_041181.1	Streptomyces glaucosporus
NR_041180.1	Streptomyces gibsonii
NR_041179.1	Streptomyces gancidicus
NR_041178.1	Streptomyces djakartensis
NR_041177.1	Streptomyces crystallinus
NR_041176.1	Streptomyces coeruleoprunus
NR_041175.1	Streptomyces coelicoflavus
NR_041174.1	Streptomyces cinereospinus
NR_041173.1	Kitasatospora cinereorecta
NR_041172.1	Streptomyces chrysomallus
NR_041171.1	Streptomyces caniferus
NR_041169.1	Streptomyces olivoverticillatus
NR_041168.1	Streptomyces anthocyanicus
NR_041167.1	Streptomyces paradoxus
NR_041166.1	Streptomyces aculeolatus
NR_041165.1	Streptomyces megasporus
NR_041164.1	Actinomadura glauciflava
NR_041163.1	Streptomyces ruber
NR_041162.1	Streptomyces vitaminophilus
NR_041161.1	Streptomyces longwoodensis
NR_041160.1	Streptomyces sannanensis
NR_041159.1	Streptomyces spinoverrucosus
NR_041158.1	Streptomyces capillispiralis
NR_041157.1	Streptomyces carpinensis
NR_041156.1	Streptomyces ossamyceticus
NR_041155.1	Streptomyces indiaensis
NR_041154.1	Streptomyces mauvecolor
NR_041153.1	Streptomyces cinerochromogenes
NR_041152.1	Streptomyces pathocidini
NR_041151.1	Streptomyces glebosus
NR_041150.1	Streptomyces celluloflavus
NR_041149.1	Streptomyces inusitatus
NR_041148.1	Streptomyces alanosinicus
NR_041147.1	Streptomyces longispororuber
NR_041146.1	Streptomyces bacillaris
NR_041144.1	Kitasatospora albolonga
NR_041143.1	Streptomyces lusitanus
NR_041142.1	Streptomyces bluensis
NR_041141.1	Streptomyces violaceusniger
NR_041140.1	Streptomyces griseosporeus
NR_041138.1	Streptomyces avellaneus
NR_041137.1	Streptomyces mirabilis
NR_041136.1	Streptomyces katrae
NR_041134.1	Streptomyces pactum
NR_041133.1	Streptomyces canarius
NR_041132.1	Streptomyces avidinii
NR_041131.1	Streptomyces vinaceus
NR_041130.1	Streptomyces prasinosporus
NR_041129.1	Streptomyces showdoensis
NR_041128.1	Streptomyces luteogriseus
NR_041127.1	Streptomyces helvaticus
NR_041125.1	Streptomyces flavofungini
NR_041124.1	Streptomyces novaecaesareae
NR_041123.1	Streptomyces xantholiticus
NR_041122.1	Streptomyces calvus
NR_041121.1	Streptomyces bobili
NR_041120.1	Streptomyces roseofulvus
NR_041118.1	Streptomyces kurssanovii
NR_041117.1	Streptomyces exfoliatus
NR_041116.1	Streptomyces violarus
NR_041115.1	Streptomyces violaceus
NR_041114.1	Streptomyces violaceorectus
NR_041113.1	Streptomyces umbrinus
NR_041112.1	Streptomyces termitum
NR_041111.1	Streptomyces sparsogenes
NR_041110.1	Streptomyces rangoonensis
NR_041109.1	Streptomyces polychromogenes
NR_041108.1	Streptomyces olivaceoviridis
NR_041107.1	Streptomyces noboritoensis
NR_041106.1	Streptomyces nashvillensis
NR_041105.1	Streptomyces malachitofuscus
NR_041104.1	Streptomyces lincolnensis
NR_041103.1	Streptomyces intermedius
NR_041102.1	Streptomyces griseoloalbus
NR_041101.1	Streptomyces fumanus
NR_041100.1	Streptomyces flocculus
NR_041099.1	Streptomyces flavidovirens
NR_041098.1	Streptomyces corchorusii
NR_041097.1	Streptomyces cinnabarinus
NR_041096.1	Streptomyces bottropensis
NR_041095.1	Streptomyces albidoflavus
NR_041094.1	Streptomyces roseiscleroticus
NR_041093.1	Streptomyces rubiginosohelvolus
NR_041092.1	Streptomyces roseoviridis
NR_041091.1	Streptomyces rochei
NR_041090.1	Streptomyces pseudovenezuelae
NR_041089.1	Streptomyces melanogenes
NR_041088.1	Streptomyces matensis
NR_041087.1	Streptomyces indigoferus
NR_041086.1	Streptomyces griseoruber
NR_041085.1	Streptomyces canus
NR_041084.1	Streptomyces griseofuscus
NR_041083.1	Streptomyces filipinensis
NR_041082.1	Streptomyces chromofuscus
NR_041081.1	Streptomyces aurantiogriseus
NR_041080.1	Streptomyces antimycoticus
NR_041079.1	Streptomyces ambofaciens
NR_041078.1	Streptomyces virginiae
NR_041077.1	Streptomyces rutgersensis
NR_041076.1	Streptomyces roseolus
NR_041075.1	Streptomyces roseolilacinus
NR_041074.1	Streptomyces recifensis
NR_041073.1	Streptomyces pilosus
NR_041072.1	Streptomyces murinus
NR_041071.1	Streptomyces michiganensis
NR_041070.1	Streptomyces massasporeus
NR_041069.1	Streptomyces litmocidini
NR_041068.1	Streptomyces hawaiiensis
NR_041067.1	Streptomyces griseostramineus
NR_041066.1	Streptomyces griseorubens
NR_041065.1	Streptomyces griseomycini
NR_041064.1	Streptomyces filamentosus
NR_041063.1	Streptomyces collinus
NR_041062.1	Streptomyces anulatus
NR_041060.1	Streptomyces ochraceiscleroticus
NR_041059.1	Streptomyces cuspidosporus
NR_041058.1	Streptomyces cinereus
NR_041057.1	Flavobacterium frigidimaris
NR_041054.1	Lactobacillus paracasei
NR_041051.1	Paenibacillus hodogayensis
NR_041048.1	Gluconobacter cerinus
NR_041047.1	Gluconobacter albidus
NR_041045.1	Plantibacter auratus
NR_041044.1	Pseudomonas xanthomarina
NR_041040.1	Pseudovibrio ascidiaceicola
NR_041039.1	Azotobacter vinelandii
NR_041038.1	Azotobacter salinestris
NR_041037.1	Azotobacter armeniacus
NR_041036.1	Azomonas macrocytogenes
NR_041035.1	Azotobacter chroococcum
NR_041034.1	Azomonas agilis
NR_041031.1	Methylorubrum zatmanii
NR_041030.1	Methylorubrum suomiense
NR_041029.1	Methylorubrum rhodinum
NR_041028.1	Methylorubrum rhodesianum
NR_041027.1	Methylobacterium organophilum
NR_041026.1	Methylobacterium mesophilicum
NR_041025.1	Methylorubrum aminovorans
NR_041021.1	Microbulbifer variabilis
NR_041015.1	Castellaniella caeni
NR_041012.1	Komagataeibacter nataicola
NR_041011.1	Comamonas badia
NR_041007.1	Lactobacillus nagelii
NR_041005.1	Lysobacter gummosus
NR_041004.1	Lysobacter brunescens
NR_041003.1	Lysobacter concretionis
NR_040997.1	Pleomorphomonas koreensis
NR_040991.1	Pseudomonas pachastrellae
NR_040984.1	Brevibacillus borstelensis
NR_040983.1	Brevibacillus agri
NR_040982.1	Brevibacillus reuszeri
NR_040981.1	Brevibacillus parabrevis
NR_040980.1	Brevibacillus choshinensis
NR_040979.1	Brevibacillus formosus
NR_040977.1	Desulfobulbus japonicus
NR_040976.1	Desulfopila aestuarii
NR_040963.1	Cupriavidus numazuensis
NR_040962.1	Sporolactobacillus inulinus
NR_040961.1	Ureibacillus thermosphaericus
NR_040960.1	Gracilibacillus dipsosauri
NR_040959.1	Heliobacterium gestii
NR_040957.1	Heliobacillus mobilis
NR_040953.1	Sphingobacterium multivorum
NR_040946.1	Pseudoalteromonas piscicida
NR_040944.1	Alicyclobacillus disulfidooxidans
NR_040942.1	Lampropedia hyalina
NR_040941.1	Derxia gummosa
NR_040937.1	Rhodopseudomonas julia
NR_040936.1	Rhodoplanes serenus
NR_040933.1	Bergeriella denitrificans
NR_040932.1	Alysiella crassa
NR_040931.1	Conchiformibius steedae
NR_040930.1	Cedecea neteri
NR_040929.1	Kriegella aquimaris
NR_040928.1	Nannocystis exedens
NR_040927.1	Sphingosinicella microcystinivorans
NR_040926.1	Carnobacterium mobile
NR_040924.1	Prevotella paludivivens
NR_040921.1	Microscilla marina
NR_040920.1	Marinoscillum furvescens
NR_040919.1	Flexithrix dorotheae
NR_040917.1	Chitinophaga sancti
NR_040916.1	Thermoflexibacter ruber
NR_040915.1	Hugenholtzia roseola
NR_040914.1	Flavobacterium psychrophilum
NR_040913.1	Garritya polymorpha
NR_040912.1	Tenacibaculum ovolyticum
NR_040909.1	Chitinophaga filiformis
NR_040908.1	Eisenibacter elegans
NR_040907.1	Flavobacterium columnare
NR_040905.1	Crocinitomix catalasitica
NR_040904.1	Malikia spinosa
NR_040903.1	Macromonas bipunctata
NR_040901.1	Aquaspirillum putridiconchylium
NR_040900.1	Giesbergeria anulus
NR_040899.1	Herbaspirillum autotrophicum
NR_040898.1	Aquaspirillum arcticum
NR_040897.1	Giesbergeria giesbergeri
NR_040896.1	Novispirillum itersonii
NR_040895.1	Aquaspirillum serpens
NR_040894.1	Paenibacillus kobensis
NR_040893.1	Paenibacillus alginolyticus
NR_040892.1	Paenibacillus validus
NR_040890.1	Paenibacillus apiarius
NR_040889.1	Paenibacillus lentimorbus
NR_040887.1	Paenibacillus thiaminolyticus
NR_040886.1	Paenibacillus macerans
NR_040885.1	Paenibacillus chibensis
NR_040884.1	Paenibacillus illinoisensis
NR_040883.1	Paenibacillus glucanolyticus
NR_040882.1	Paenibacillus lautus
NR_040880.1	Tetrasphaera duodecadis
NR_040874.1	Alicyclobacillus acidocaldarius
NR_040873.1	Actinokineospora auranticolor
NR_040872.1	Actinokineospora enzanensis
NR_040868.1	Acetobacter syzygii
NR_040866.1	Bacteroides uniformis
NR_040865.1	Bacteroides ovatus
NR_040863.1	Shimazuella kribbensis
NR_040862.1	Actinoplanes globisporus
NR_040861.1	Actinoplanes teichomyceticus
NR_040857.1	Streptomyces galilaeus
NR_040856.1	Streptomyces capoamus
NR_040855.1	Clostridium novyi
NR_040849.1	Bacillus wakoensis
NR_040848.1	Bacillus hemicellulosilyticus
NR_040847.1	Cutibacterium acnes
NR_040845.1	Hydrogenibacillus schlegelii
NR_040844.1	Alicyclobacillus acidoterrestris
NR_040843.1	Gallicola barnesae
NR_040841.1	Actinoplanes cyaneus
NR_040839.1	Tannerella forsythia
NR_040837.1	Erysipelothrix rhusiopathiae
NR_040834.1	Porphyrobacter tepidarius
NR_040833.1	Porphyrobacter neustonensis
NR_040832.1	Acetobacter lovaniensis
NR_040830.1	Burkholderia ubonensis
NR_040829.1	Aeromonas salmonicida
NR_040827.1	Novosphingobium subterraneum
NR_040826.1	Novosphingobium stygium
NR_040825.1	Sphingomonas ursincola
NR_040824.1	Blastomonas natatoria
NR_040820.1	Streptococcus uberis
NR_040816.1	Weissella confusa
NR_040814.1	Leuconostoc pseudomesenteroides
NR_040813.1	Weissella viridescens
NR_040812.1	Weissella halotolerans
NR_040811.1	Leuconostoc carnosum
NR_040810.1	Oenococcus oeni
NR_040809.1	Weissella minor
NR_040807.1	Sphingobium herbicidovorans
NR_040806.1	Paraburkholderia caryophylli
NR_040805.1	Brevundimonas diminuta
NR_040804.1	Stenotrophomonas maltophilia
NR_040803.1	Ralstonia syzygii
NR_040802.1	Pseudomonas asplenii
NR_040801.1	[Pseudomonas] boreopolis
NR_040800.1	Vogesella indigofera
NR_040799.1	Pseudomonas pertucinogena
NR_040798.1	Pseudomonas ficuserectae
NR_040795.1	Thermodesulfovibrio aggregans
NR_040794.1	Geobacillus stearothermophilus
NR_040792.1	Bacillus lentus
NR_040791.1	Prosthecomicrobium pneumaticum
NR_040789.1	Enterococcus faecalis
NR_040787.1	Caldimonas manganoxidans
NR_040786.1	Mitsuaria chitosanitabida
NR_040785.1	Marinospirillum megaterium
NR_040782.1	Actinocorallia aurea
NR_040781.1	Streptomyces yanii
